,Vehicle Full Code,Vehicle Code,OEM Model Name,SIAM Company Code,SIAM Segment 1,SIAM Segment 2,SIAM Fuel,Production Qty,Domestic Sale,Export Sale,Category Name,YrMth
793,TMSIF2U2PT,SI,Safari,TATA MOTORS LTD,SUV,UV2,PETROL,0,0,0,Utility vehicles PV,01-09-2012
794,TKIAF1U2PT,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,PETROL,0,1,0,Utility vehicles PV,01-09-2012
795,TKIAF1U2DI,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,DIESEL,0,5857,0,Utility vehicles PV,01-09-2012
796,FMFOF2U3DI,FO,Force One,FORCE MOTORS LTD,SUV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
797,FMFOF2U3PT,FO,Force One,FORCE MOTORS LTD,SUV,UV3,PETROL,0,0,0,Utility vehicles PV,01-09-2012
798,FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,0,342,0,Utility vehicles PV,01-09-2012
799,FMTXF1U3PT,TX,Trax,FORCE MOTORS LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-09-2012
800,TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,0,25,0,Utility vehicles PV,01-09-2012
801,TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,0,20,0,Utility vehicles PV,01-09-2012
802,TMXNF2U3PT,XN,Xenon,TATA MOTORS LTD,SUV,UV3,PETROL,0,0,0,Utility vehicles PV,01-09-2012
803,FIEVF2U4DI,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,DIESEL,0,100,0,Utility vehicles PV,01-09-2012
804,FIEVF2U4PT,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
805,GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,28,0,Utility vehicles PV,01-09-2012
806,GMCPF2U4PT,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
807,MSGYF1U1DI,GY,Gypsy,MARUTI SUZUKI INDIA LTD,MPV,UV1,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
808,TKCAODEEDI,CA,Corolla,TOYOTA KIRLOSKAR MOTOR PVT LTD,D,Executive,DIESEL,0,274,0,Passenger car PV,01-09-2012
809,SKOAP3EEPT,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,PETROL,0,0,0,Passenger car PV,01-09-2012
810,SKOAP3EEDI,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,DIESEL,0,0,0,Passenger car PV,01-09-2012
811,MMCZF1U3DI,CZ,Commander,MAHINDRA & MAHINDRA LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
812,MSVAF2U4DI,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
813,NMXTF2U4DI,XT,X-Trail,NISSAN MOTOR INDIA PVT LTD,SUV,UV4:,DIESEL,0,3,0,Utility vehicles PV,01-09-2012
814,RIKSF2U4DI,KS,Koleos,RENAULT INDIA PVT LTD,SUV,UV4:,DIESEL,0,26,0,Utility vehicles PV,01-09-2012
815,SKYIF2U4DI,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,DIESEL,0,284,0,Utility vehicles PV,01-09-2012
816,SKYIF2U4PT,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
817,TKFRF2U4DI,FR,Fortuner,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV4:,DIESEL,0,1301,0,Utility vehicles PV,01-09-2012
818,HMMTF2U5PT,MT,Montero,HINDUSTAN MOTORS LTD,SUV,UV5:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
819,HMMTF2U5DI,MT,Montero,HINDUSTAN MOTORS LTD,SUV,UV5:,DIESEL,0,4,0,Utility vehicles PV,01-09-2012
820,TKLRF2U5DI,LR,Land Cruiser,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,5,0,Utility vehicles PV,01-09-2012
821,VITUF2U2PT,TU,Touareg,VOLKSWAGEN INDIA PVT LTD,SUV,UV2,PETROL,0,0,0,Utility vehicles PV,01-09-2012
822,VITUF2U2DI,TU,Touareg,VOLKSWAGEN INDIA PVT LTD,SUV,UV2,DIESEL,0,7,0,Utility vehicles PV,01-09-2012
823,VIPHP1U4PT,PH,Phaeton,VOLKSWAGEN INDIA PVT LTD,Premium Cars 1,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
824,VIPHP1U4DI,PH,Phaeton,VOLKSWAGEN INDIA PVT LTD,Premium Cars 1,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
825,TKQAF1U3DI,QA,Qualis,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
826,TKQAF1U3PT,QA,Qualis,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-09-2012
827,MSZEBBCTDI,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-09-2012
828,MSZEBBCTPT,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,0,1079,0,Passenger car PV,01-09-2012
829,FAPZBBCTDI,PZ,Palio,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-09-2012
830,FAPZBBCTPT,PZ,Palio,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,0,0,0,Passenger car PV,01-09-2012
831,FIFSBBCTPT,FS,Fusion,FORD INDIA PVT LTD,B+,Compact:,PETROL,0,0,0,Passenger car PV,01-09-2012
832,SKLUODEEPT,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,PETROL,0,57,0,Passenger car PV,01-09-2012
833,FIFCOCMSDI,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,0,1190,0,Passenger car PV,01-09-2012
834,VIBEBBSCDI,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,DIESEL,0,0,0,Passenger car PV,01-09-2012
835,VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,0,0,0,Passenger car PV,01-09-2012
836,TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,0,191,0,Passenger car PV,01-09-2012
837,TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,0,2436,0,Passenger car PV,01-09-2012
838,MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,0,11402,0,Passenger car PV,01-09-2012
839,MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,0,292,0,Passenger car PV,01-09-2012
840,MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,0,1525,0,Passenger car PV,01-09-2012
841,MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,0,11,0,Passenger car PV,01-09-2012
842,HYATOCSCDI,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,DIESEL,0,0,0,Passenger car PV,01-09-2012
843,HYATOCSCPT,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,PETROL,0,131,0,Passenger car PV,01-09-2012
844,VIPOBBCTLP,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,LPG,0,0,0,Passenger car PV,01-09-2012
845,VIPOBBCTDI,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,DIESEL,0,2179,0,Passenger car PV,01-09-2012
846,VIPOBBCTPT,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,PETROL,0,795,0,Passenger car PV,01-09-2012
847,TKLHBBCTDI,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,DIESEL,0,1482,0,Passenger car PV,01-09-2012
848,MSVAF2U4PT,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
849,MMCZF1U3PT,CZ,Commander,MAHINDRA & MAHINDRA LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-09-2012
850,BMX1F2BSDI,X1,X1,BMW,SUV,B,DIESEL,0,0,0,Passenger car PV,01-09-2012
851,TMTSF1U2PT,TS,TATA Sumo,TATA MOTORS LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-09-2012
852,TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,0,3335,0,Utility vehicles PV,01-09-2012
853,MMSHF1U2DI,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
854,MMSHF1U2PT,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-09-2012
855,TMTIOCU2PT,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,PETROL,0,0,0,Utility vehicles PV,01-09-2012
856,TMTIOCU2DI,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
857,TMMIF1V2PT,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-09-2012
858,TMMIF1V2DI,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-09-2012
859,TMAMF1V2PT,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-09-2012
860,TMAMF1V2DI,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-09-2012
861,MMGOF1V2PT,GO,Gio,MAHINDRA & MAHINDRA LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-09-2012
862,FMTPF1V2PT,TP,Trip,FORCE MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-09-2012
863,TKPRF2U5DI,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,2,0,Utility vehicles PV,01-09-2012
864,TKPRF2U5PT,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
865,MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,0,6193,0,Vans PV,01-09-2012
866,MSEEF1V1DI,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,DIESEL,0,0,0,Vans PV,01-09-2012
867,MSOIF1V1PT,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,0,6427,0,Vans PV,01-09-2012
868,MSOIF1V1LP,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,LPG,0,0,0,Vans PV,01-09-2012
869,MSOIF1V1DI,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,DIESEL,0,0,0,Vans PV,01-09-2012
870,TMVEF1V1DI,VE,Venture,TATA MOTORS LTD,MPV,V1:,DIESEL,0,295,0,Vans PV,01-09-2012
871,TMVEF1V1PT,VE,Venture,TATA MOTORS LTD,MPV,V1:,PETROL,0,0,0,Vans PV,01-09-2012
872,FMTPF1V2DI,TP,Trip,FORCE MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-09-2012
873,HMCXOEPMDI,CX,Contessa,HINDUSTAN MOTORS LTD,E,Premium:,DIESEL,0,0,0,Passenger car PV,01-09-2012
874,HMORF2U4DI,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
875,HMPVF2U4DI,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
876,HMPVF2U4PT,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
877,HCCVF2U4PT,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,PETROL,0,3,0,Utility vehicles PV,01-09-2012
878,HCCVF2U4DI,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
879,HYSFF2U4DI,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,DIESEL,0,56,0,Utility vehicles PV,01-09-2012
880,HYSFF2U4PT,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
881,IMMUF2U4DI,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
882,IMMUF2U4PT,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
883,MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-09-2012
884,MMRNF2U4PT,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-09-2012
885,GMSUBBCTPT,SU,Sail UVa,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,PETROL,0,220,0,Passenger car PV,01-10-2012
886,GMSUBBCTLP,SU,Sail UVa,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,LPG,0,0,0,Passenger car PV,01-10-2012
887,GMSUBBCTDI,SU,Sail UVa,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,DIESEL,0,225,0,Passenger car PV,01-10-2012
888,GMBTOBCTDI,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,DIESEL,0,2454,0,Passenger car PV,01-10-2012
889,GMUABBCTPT,UA,UVA,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,PETROL,0,0,0,Passenger car PV,01-10-2012
890,GMUABBCTDI,UA,UVA,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-10-2012
891,GMUABBCTLP,UA,UVA,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,LPG,0,0,0,Passenger car PV,01-10-2012
892,HCBIOBCTPT,BI,Brio,HONDA CARS INDIA LTD,B,Compact:,PETROL,0,3700,0,Passenger car PV,01-10-2012
893,HCBIOBCTDI,BI,Brio,HONDA CARS INDIA LTD,B,Compact:,DIESEL,0,0,0,Passenger car PV,01-10-2012
894,GMBTOBCTPT,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,PETROL,0,428,0,Passenger car PV,01-10-2012
895,GMBTOBCTLP,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,LPG,0,22,0,Passenger car PV,01-10-2012
896,FIFGOBCTLP,FG,Figo,FORD INDIA PVT LTD,B,Compact:,LPG,0,0,0,Passenger car PV,01-10-2012
897,FIFGOBCTPT,FG,Figo,FORD INDIA PVT LTD,B,Compact:,PETROL,0,645,0,Passenger car PV,01-10-2012
898,FIFGOBCTDI,FG,Figo,FORD INDIA PVT LTD,B,Compact:,DIESEL,0,4965,0,Passenger car PV,01-10-2012
899,FAGPBBCTDI,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,0,521,0,Passenger car PV,01-10-2012
900,FAGPBBCTPT,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,0,10,0,Passenger car PV,01-10-2012
901,MSWROBMIPT,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,13608,0,Passenger car PV,01-10-2012
902,MSWROBMIDI,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-10-2012
903,HCJZBBCTPT,JZ,Jazz,HONDA CARS INDIA LTD,B+,Compact:,PETROL,0,306,0,Passenger car PV,01-10-2012
904,HCJZBBCTDI,JZ,Jazz,HONDA CARS INDIA LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-10-2012
905,HYI1OBCTPT,I1,i10,HYUNDAI MOTOR INDIA LTD,B,Compact:,PETROL,0,8988,0,Passenger car PV,01-10-2012
906,HYI1OBCTDI,I1,i10,HYUNDAI MOTOR INDIA LTD,B,Compact:,DIESEL,0,0,0,Passenger car PV,01-10-2012
907,HYI2BBCTDI,I2,i20,HYUNDAI MOTOR INDIA LTD,B+,Compact:,DIESEL,0,5433,0,Passenger car PV,01-10-2012
908,HYI2BBCTPT,I2,i20,HYUNDAI MOTOR INDIA LTD,B+,Compact:,PETROL,0,3625,0,Passenger car PV,01-10-2012
909,HYXCOCCTDI,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,DIESEL,0,0,0,Passenger car PV,01-10-2012
910,HYXCOCCTPT,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,PETROL,0,0,0,Passenger car PV,01-10-2012
911,HFJSF2U4DI,JS,PAJERO SPORT,HINDUSTAN MOTOR FINANCE CORPORATION LTD,SUV,UV4:,DIESEL,0,119,0,Utility vehicles PV,01-10-2012
912,HFLCODEEPT,LC,LANCER CEDIA,HINDUSTAN MOTOR FINANCE CORPORATION LTD,D,Executive,PETROL,0,4,0,Passenger car PV,01-10-2012
913,VITUF2U2PT,TU,Touareg,VOLKSWAGEN INDIA PVT LTD,SUV,UV2,PETROL,0,0,0,Utility vehicles PV,01-10-2012
914,NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,0,764,0,Passenger car PV,01-10-2012
915,NMSYCCMSPT,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,PETROL,0,243,0,Passenger car PV,01-10-2012
916,MSSXCCMSPT,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,PETROL,0,386,0,Passenger car PV,01-10-2012
917,MSSXCCMSDI,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,DIESEL,0,309,0,Passenger car PV,01-10-2012
918,HYVRCCMSPT,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,PETROL,0,1024,0,Passenger car PV,01-10-2012
919,HYVRCCMSDI,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,DIESEL,0,4026,0,Passenger car PV,01-10-2012
920,HCCTCCMSLP,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,LPG,0,0,0,Passenger car PV,01-10-2012
921,MSM8OAMIDI,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,DIESEL,0,0,0,Passenger car PV,01-10-2012
922,SKFABBCTDI,FA,Fabia,SKODAAUTO INDIA PVT LTD,B+,Compact:,DIESEL,0,189,0,Passenger car PV,01-10-2012
923,TMIDOBCTPT,ID,Indica,TATA MOTORS LTD,B,Compact:,PETROL,0,27,0,Passenger car PV,01-10-2012
924,TMIDOBCTDI,ID,Indica,TATA MOTORS LTD,B,Compact:,DIESEL,0,6665,0,Passenger car PV,01-10-2012
925,TMICOCCTPT,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,PETROL,0,96,0,Passenger car PV,01-10-2012
926,TMICOCCTDI,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,DIESEL,0,5652,0,Passenger car PV,01-10-2012
927,TMICOCCTLP,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,LPG,0,0,0,Passenger car PV,01-10-2012
928,TKLHBBCTPT,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,PETROL,0,282,0,Passenger car PV,01-10-2012
929,TKLHBBCTDI,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,DIESEL,0,2209,0,Passenger car PV,01-10-2012
930,VIPOBBCTPT,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,PETROL,0,1065,0,Passenger car PV,01-10-2012
931,VIPOBBCTDI,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,DIESEL,0,2334,0,Passenger car PV,01-10-2012
932,VIPOBBCTLP,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,LPG,0,0,0,Passenger car PV,01-10-2012
933,HYATOCSCPT,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,PETROL,0,240,0,Passenger car PV,01-10-2012
934,HYATOCSCDI,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,DIESEL,0,0,0,Passenger car PV,01-10-2012
935,MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,0,8,0,Passenger car PV,01-10-2012
936,MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,0,1545,0,Passenger car PV,01-10-2012
937,MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,0,1819,0,Passenger car PV,01-10-2012
938,MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,0,12570,0,Passenger car PV,01-10-2012
939,TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,0,1576,0,Passenger car PV,01-10-2012
940,TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,0,529,0,Passenger car PV,01-10-2012
941,VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,0,0,0,Passenger car PV,01-10-2012
942,VIBEBBSCDI,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,DIESEL,0,0,0,Passenger car PV,01-10-2012
943,TMNOALMOPT,NO,Nano,TATA MOTORS LTD,A LOW,Micro,PETROL,0,4004,0,Passenger car PV,01-10-2012
944,TMNOALMODI,NO,Nano,TATA MOTORS LTD,A LOW,Micro,DIESEL,0,0,0,Passenger car PV,01-10-2012
945,TMNOALMOLP,NO,Nano,TATA MOTORS LTD,A LOW,Micro,LPG,0,0,0,Passenger car PV,01-10-2012
946,GMSKOBMILP,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,LPG,0,82,0,Passenger car PV,01-10-2012
947,GMSKOBMIPT,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,PETROL,0,747,0,Passenger car PV,01-10-2012
948,HYENOBMIPT,EN,Eon,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,0,7872,0,Passenger car PV,01-10-2012
949,HYSROBMIPT,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,0,3826,0,Passenger car PV,01-10-2012
950,HYSROBMIDI,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-10-2012
951,HYSROBMILP,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-10-2012
952,MSAOOBMIPT,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,26600,0,Passenger car PV,01-10-2012
953,MSAOOBMIDI,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-10-2012
954,MSAOOBMILP,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-10-2012
955,MSAROBMIPT,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,587,0,Passenger car PV,01-10-2012
956,MSAROBMIDI,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-10-2012
957,MSM8OAMIPT,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,PETROL,0,1438,0,Passenger car PV,01-10-2012
958,FIFCOCMSPT,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,PETROL,0,145,0,Passenger car PV,01-10-2012
959,MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,0,121,0,Utility vehicles PV,01-11-2012
960,MMRNF2U4PT,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-11-2012
961,MSZEBBCTDI,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-11-2012
962,MSOIF1V1PT,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,0,5290,0,Vans PV,01-11-2012
963,MSOIF1V1LP,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,LPG,0,0,0,Vans PV,01-11-2012
964,MSOIF1V1DI,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,DIESEL,0,0,0,Vans PV,01-11-2012
965,TMVEF1V1DI,VE,Venture,TATA MOTORS LTD,MPV,V1:,DIESEL,0,141,0,Vans PV,01-11-2012
966,TMVEF1V1PT,VE,Venture,TATA MOTORS LTD,MPV,V1:,PETROL,0,0,0,Vans PV,01-11-2012
967,FMTPF1V2DI,TP,Trip,FORCE MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-11-2012
968,FMTPF1V2PT,TP,Trip,FORCE MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-11-2012
969,MMGOF1V2PT,GO,Gio,MAHINDRA & MAHINDRA LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-11-2012
970,TMAMF1V2DI,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-11-2012
971,TMAMF1V2PT,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-11-2012
972,TMMIF1V2DI,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-11-2012
973,TMMIF1V2PT,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-11-2012
974,TMTIOCU2DI,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,DIESEL,0,0,0,Utility vehicles PV,01-11-2012
975,TMTIOCU2PT,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,PETROL,0,0,0,Utility vehicles PV,01-11-2012
976,MMSHF1U2PT,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-11-2012
977,MMSHF1U2DI,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,0,0,0,Utility vehicles PV,01-11-2012
978,TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,0,2959,0,Utility vehicles PV,01-11-2012
