,Vehicle Full Code,Vehicle Code,OEM Model Name,SIAM Company Code,SIAM Segment 1,SIAM Segment 2,SIAM Fuel,Production Qty,Domestic Sale,Export Sale,Category Name,YrMth
0,HMPVF2U4DI,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-11-2012
1,HMORF2U4DI,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-11-2012
2,SKOAP3EEDI,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,DIESEL,0,0,0,Passenger car PV,01-11-2012
3,HMORF2U4PT,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,0,6,0,Utility vehicles PV,01-11-2012
4,FMTXF1U3PT,TX,Trax,FORCE MOTORS LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
5,FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,0,15,0,Utility vehicles PV,01-05-2012
6,FMFOF2U3PT,FO,Force One,FORCE MOTORS LTD,SUV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
7,TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,0,67,0,Utility vehicles PV,01-05-2012
8,TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,0,9,0,Utility vehicles PV,01-05-2012
9,GMCPF2U4PT,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-11-2012
10,GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,66,0,Utility vehicles PV,01-11-2012
11,SKLUODEEPT,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,PETROL,0,22,0,Passenger car PV,01-11-2012
12,SKLUODEEDI,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,DIESEL,0,187,0,Passenger car PV,01-11-2012
13,RIRFODEEDI,RF,Renault FLUENCE,RENAULT INDIA PVT LTD,D,Executive,DIESEL,0,72,0,Passenger car PV,01-11-2012
14,RIRFODEEPT,RF,Renault FLUENCE,RENAULT INDIA PVT LTD,D,Executive,PETROL,0,10,0,Passenger car PV,01-11-2012
15,MSKIOEEEDI,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,DIESEL,0,0,0,Passenger car PV,01-11-2012
16,MSKIOEEEPT,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,PETROL,0,71,0,Passenger car PV,01-11-2012
17,FIEVF2U4PT,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-11-2012
18,TMXNF2U3PT,XN,Xenon,TATA MOTORS LTD,SUV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
19,FMFOF2U3DI,FO,Force One,FORCE MOTORS LTD,SUV,UV3,DIESEL,0,101,0,Utility vehicles PV,01-05-2012
20,TKIAF1U2DI,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,DIESEL,0,6708,0,Utility vehicles PV,01-05-2012
21,TKIAF1U2PT,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,PETROL,0,2,0,Utility vehicles PV,01-05-2012
22,TMSIF2U2PT,SI,Safari,TATA MOTORS LTD,SUV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
23,TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,0,543,0,Utility vehicles PV,01-05-2012
24,MMXOF1U2PT,XO,Xylo,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
25,MMXOF1U2DI,XO,Xylo,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,0,2370,0,Utility vehicles PV,01-05-2012
26,FIEVF2U4DI,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,DIESEL,0,140,0,Utility vehicles PV,01-05-2012
27,FIEVF2U4PT,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
28,GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,22,0,Utility vehicles PV,01-05-2012
29,GMCPF2U4PT,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
30,HMORF2U4PT,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,0,12,0,Utility vehicles PV,01-05-2012
31,HMORF2U4DI,OR,OUTLANDER,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
32,HMPVF2U4DI,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
33,HMPVF2U4PT,PV,PAJRO SFX,HINDUSTAN MOTORS LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
34,HCCVF2U4PT,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,PETROL,0,21,0,Utility vehicles PV,01-05-2012
35,HCCVF2U4DI,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
36,FIEVF2U4DI,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,DIESEL,0,154,0,Utility vehicles PV,01-11-2012
37,TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,0,1042,0,Utility vehicles PV,01-11-2012
38,HYETODEEPT,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,PETROL,0,119,0,Passenger car PV,01-11-2012
39,HCCCODEEDI,CC,Civic,HONDA CARS INDIA LTD,D,Executive,DIESEL,0,0,0,Passenger car PV,01-11-2012
40,HCCCODEEPT,CC,Civic,HONDA CARS INDIA LTD,D,Executive,PETROL,0,72,0,Passenger car PV,01-11-2012
41,GMOTODEELP,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,LPG,0,0,0,Passenger car PV,01-11-2012
42,GMOTODEEPT,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,0,0,0,Passenger car PV,01-11-2012
43,GMOTODEEDI,OT,Optra,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,0,0,0,Passenger car PV,01-11-2012
44,GMCEODEEPT,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,PETROL,0,0,0,Passenger car PV,01-11-2012
45,GMCEODEEDI,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,0,292,0,Passenger car PV,01-11-2012
46,FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,0,8,0,Passenger car PV,01-11-2012
47,FALACCEEDI,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,DIESEL,0,55,0,Passenger car PV,01-11-2012
48,HMABOCMSCN,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,CNG,0,1,0,Passenger car PV,01-11-2012
49,HMABOCMSDI,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,DIESEL,0,178,0,Passenger car PV,01-11-2012
50,HMABOCMSPT,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,PETROL,0,76,0,Passenger car PV,01-11-2012
51,VIVOCCMSPT,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,0,567,0,Passenger car PV,01-11-2012
52,VIVOCCMSDI,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,0,1456,0,Passenger car PV,01-11-2012
53,TMMACCMSLP,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,LPG,0,0,0,Passenger car PV,01-11-2012
54,TMMACCMSPT,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,PETROL,0,0,0,Passenger car PV,01-11-2012
55,TMMACCMSDI,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,DIESEL,0,0,0,Passenger car PV,01-11-2012
56,SKRDCCMSLP,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,LPG,0,0,0,Passenger car PV,01-11-2012
57,SKRDCCMSDI,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,DIESEL,0,851,0,Passenger car PV,01-11-2012
58,SKRDCCMSPT,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,PETROL,0,248,0,Passenger car PV,01-11-2012
59,RISACCMSDI,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,DIESEL,0,785,0,Passenger car PV,01-11-2012
60,RISACCMSPT,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,PETROL,0,22,0,Passenger car PV,01-11-2012
61,NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,0,1342,0,Passenger car PV,01-11-2012
62,HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,0,394,0,Passenger car PV,01-11-2012
63,TMSIF2U2PT,SI,Safari,TATA MOTORS LTD,SUV,UV2,PETROL,0,0,0,Utility vehicles PV,01-11-2012
64,TKIAF1U2PT,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,PETROL,0,1,0,Utility vehicles PV,01-11-2012
65,TKIAF1U2DI,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,DIESEL,0,4681,0,Utility vehicles PV,01-11-2012
66,FMFOF2U3DI,FO,Force One,FORCE MOTORS LTD,SUV,UV3,DIESEL,0,40,0,Utility vehicles PV,01-11-2012
67,FMFOF2U3PT,FO,Force One,FORCE MOTORS LTD,SUV,UV3,PETROL,0,0,0,Utility vehicles PV,01-11-2012
68,FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,0,336,0,Utility vehicles PV,01-11-2012
69,FMTXF1U3PT,TX,Trax,FORCE MOTORS LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-11-2012
70,TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,0,341,0,Utility vehicles PV,01-11-2012
71,TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,0,10,0,Utility vehicles PV,01-11-2012
72,TMXNF2U3PT,XN,Xenon,TATA MOTORS LTD,SUV,UV3,PETROL,0,0,0,Utility vehicles PV,01-11-2012
73,HYSFF2U4DI,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,DIESEL,0,71,0,Utility vehicles PV,01-05-2012
74,BMX1F2BSDI,X1,X1,BMW,SUV,B,DIESEL,0,0,0,Passenger car PV,01-05-2012
75,MMCZF1U3PT,CZ,Commander,MAHINDRA & MAHINDRA LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
76,MMCZF1U3DI,CZ,Commander,MAHINDRA & MAHINDRA LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
77,MMAZF1U3PT,AZ,Armada,MAHINDRA & MAHINDRA LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
78,MMAZF1U3DI,AZ,Armada,MAHINDRA & MAHINDRA LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
79,MSVSF1U3PT,VS,Versa,MARUTI SUZUKI INDIA LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
80,MSVSF1U3DI,VS,Versa,MARUTI SUZUKI INDIA LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
81,HMTKF1U3PT,TK,Trekker,HINDUSTAN MOTORS LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
82,HMTKF1U3Di,TK,Trekker,HINDUSTAN MOTORS LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
83,HMCXOEPMPT,CX,Contessa,HINDUSTAN MOTORS LTD,E,Premium:,PETROL,0,0,0,Passenger car PV,01-05-2012
84,HMCXOEPMDI,CX,Contessa,HINDUSTAN MOTORS LTD,E,Premium:,DIESEL,0,0,0,Passenger car PV,01-05-2012
85,FIFSBBCTPT,FS,Fusion,FORD INDIA PVT LTD,B+,Compact:,PETROL,0,0,0,Passenger car PV,01-05-2012
86,FAPZBBCTPT,PZ,Palio,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,0,0,0,Passenger car PV,01-05-2012
87,FAPZBBCTDI,PZ,Palio,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-05-2012
88,MSZEBBCTPT,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,0,666,0,Passenger car PV,01-05-2012
89,MSZEBBCTDI,ZE,Zen,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,0,0,0,Passenger car PV,01-05-2012
90,TKQAF1U3PT,QA,Qualis,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV3,PETROL,0,0,0,Utility vehicles PV,01-05-2012
91,TKQAF1U3DI,QA,Qualis,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
92,HFJSF2U4DI,JS,PAJERO SPORT,HINDUSTAN MOTOR FINANCE CORPORATION LTD,SUV,UV4:,DIESEL,0,120,0,Utility vehicles PV,01-05-2012
93,HFLCODEEPT,LC,LANCER CEDIA,HINDUSTAN MOTOR FINANCE CORPORATION LTD,D,Executive,PETROL,0,18,0,Passenger car PV,01-05-2012
94,MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
95,MMRNF2U4PT,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
96,MSVAF2U4PT,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,PETROL,0,1,0,Utility vehicles PV,01-05-2012
97,MSVAF2U4DI,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
98,NMXTF2U4DI,XT,X-Trail,NISSAN MOTOR INDIA PVT LTD,SUV,UV4:,DIESEL,0,13,0,Utility vehicles PV,01-05-2012
99,RIKSF2U4DI,KS,Koleos,RENAULT INDIA PVT LTD,SUV,UV4:,DIESEL,0,17,0,Utility vehicles PV,01-05-2012
100,SKYIF2U4DI,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,DIESEL,0,82,0,Utility vehicles PV,01-05-2012
101,SKYIF2U4PT,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
102,TKFRF2U4DI,FR,Fortuner,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV4:,DIESEL,0,1399,0,Utility vehicles PV,01-05-2012
103,HMMTF2U5PT,MT,Montero,HINDUSTAN MOTORS LTD,SUV,UV5:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
104,HMMTF2U5DI,MT,Montero,HINDUSTAN MOTORS LTD,SUV,UV5:,DIESEL,0,2,0,Utility vehicles PV,01-05-2012
105,TKLRF2U5DI,LR,Land Cruiser,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,8,0,Utility vehicles PV,01-05-2012
106,TKPRF2U5DI,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,3,0,Utility vehicles PV,01-05-2012
107,TKPRF2U5PT,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
108,MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,0,1983,0,Vans PV,01-05-2012
109,MSEEF1V1DI,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,DIESEL,0,0,0,Vans PV,01-05-2012
110,TMTSF1U2PT,TS,TATA Sumo,TATA MOTORS LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
111,HYSFF2U4PT,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
112,IMMUF2U4DI,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
113,IMMUF2U4PT,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-05-2012
114,MMBOF1U1DI,BO,Bolero,MAHINDRA & MAHINDRA LTD,MPV,UV1,DIESEL,0,9584,0,Utility vehicles PV,01-05-2012
115,MMBOF1U1PT,BO,Bolero,MAHINDRA & MAHINDRA LTD,MPV,UV1,PETROL,0,0,0,Utility vehicles PV,01-05-2012
116,MMTIF1U2DI,TI,Bolero Plus,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
117,MMTIF1U2PT,TI,Bolero Plus,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
118,MMQOF2U1DI,QO,Quanto,MAHINDRA & MAHINDRA LTD,SUV,UV1,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
119,MMQOF2U1PT,QO,Quanto,MAHINDRA & MAHINDRA LTD,SUV,UV1,PETROL,0,0,0,Utility vehicles PV,01-05-2012
120,MMSTF1U1DI,ST,ST,MAHINDRA & MAHINDRA LTD,MPV,UV1,DIESEL,0,517,0,Utility vehicles PV,01-05-2012
121,MMSTF1U1PT,ST,ST,MAHINDRA & MAHINDRA LTD,MPV,UV1,PETROL,0,0,0,Utility vehicles PV,01-05-2012
122,MSERF1U1DI,ER,Ertiga,MARUTI SUZUKI INDIA LTD,MPV,UV1,DIESEL,0,5953,0,Utility vehicles PV,01-05-2012
123,MSERF1U1PT,ER,Ertiga,MARUTI SUZUKI INDIA LTD,MPV,UV1,PETROL,0,849,0,Utility vehicles PV,01-05-2012
124,MSGYF1U1PT,GY,Gypsy,MARUTI SUZUKI INDIA LTD,MPV,UV1,PETROL,0,931,0,Utility vehicles PV,01-05-2012
125,MSGYF1U1DI,GY,Gypsy,MARUTI SUZUKI INDIA LTD,MPV,UV1,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
126,NMEAF1U1DI,EA,EVALIA,NISSAN MOTOR INDIA PVT LTD,MPV,UV1,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
127,NMEAF1U1PT,EA,EVALIA,NISSAN MOTOR INDIA PVT LTD,MPV,UV1,PETROL,0,0,0,Utility vehicles PV,01-05-2012
128,RIDRF2U1PT,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,PETROL,0,0,0,Utility vehicles PV,01-05-2012
129,RIDRF2U1DI,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
130,GMEYF1U2DI,EY,Enjoy,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
131,GMEYF1U2PT,EY,Enjoy,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
132,GMTVF1U2DI,TV,Tavera,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,DIESEL,0,945,0,Utility vehicles PV,01-05-2012
133,GMTVF1U2PT,TV,Tavera,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
134,HYROF1U2DI,RO,Rhino,HYUNDAI MOTOR INDIA LTD,MPV,UV2,DIESEL,0,50,0,Utility vehicles PV,01-05-2012
135,HYROF1U2PT,RO,Rhino,HYUNDAI MOTOR INDIA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
136,MMHTF1U2DI,HT,HT,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
137,MMHTF1U2PT,HT,HT,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
138,MMSPF2U2PT,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
139,MMSPF2U2DI,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,0,4269,0,Utility vehicles PV,01-05-2012
140,MMX5F2U2DI,X5,Xuv500,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,0,3471,0,Utility vehicles PV,01-05-2012
141,TMMIF1V2PT,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,PETROL,0,0,0,Vans PV,01-05-2012
142,TMTIOCU2DI,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
143,TMTIOCU2PT,TI,TATA Indigo,TATA MOTORS LTD,C,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
144,MMSHF1U2PT,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,PETROL,0,0,0,Utility vehicles PV,01-05-2012
145,MMSHF1U2DI,SH,Soft and Hard Top,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,0,0,0,Utility vehicles PV,01-05-2012
146,TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,0,2125,0,Utility vehicles PV,01-05-2012
147,TKCYOEPMPT,CY,Camry,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,PETROL,0,46,0,Passenger car PV,01-11-2012
148,FIFFOCMSPT,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,PETROL,0,19,0,Passenger car PV,01-11-2012
149,FIFCOCMSPT,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,PETROL,0,82,0,Passenger car PV,01-11-2012
150,FIFCOCMSDI,FC,Ford Classic,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,0,799,0,Passenger car PV,01-11-2012
151,VIBEBBSCDI,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,DIESEL,0,0,0,Passenger car PV,01-11-2012
152,VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,0,0,0,Passenger car PV,01-11-2012
153,TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,0,436,0,Passenger car PV,01-11-2012
154,TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,0,1614,0,Passenger car PV,01-11-2012
155,MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,0,10707,0,Passenger car PV,01-11-2012
156,MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,0,2795,0,Passenger car PV,01-11-2012
157,MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,0,1225,0,Passenger car PV,01-11-2012
158,MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,0,10,0,Passenger car PV,01-11-2012
159,HYATOCSCDI,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,DIESEL,0,0,0,Passenger car PV,01-11-2012
160,MSRZBBCTDI,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,0,4761,0,Passenger car PV,01-11-2012
161,GMBTOBCTLP,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,LPG,0,13,0,Passenger car PV,01-11-2012
162,FIFGOBCTLP,FG,Figo,FORD INDIA PVT LTD,B,Compact:,LPG,0,0,0,Passenger car PV,01-11-2012
163,FIFGOBCTPT,FG,Figo,FORD INDIA PVT LTD,B,Compact:,PETROL,0,157,0,Passenger car PV,01-11-2012
164,FIFGOBCTDI,FG,Figo,FORD INDIA PVT LTD,B,Compact:,DIESEL,0,4628,0,Passenger car PV,01-11-2012
165,FAGPBBCTDI,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,0,194,0,Passenger car PV,01-11-2012
166,FAGPBBCTPT,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,0,13,0,Passenger car PV,01-11-2012
167,MSWROBMIPT,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,11075,0,Passenger car PV,01-11-2012
168,MSWROBMIDI,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-11-2012
169,MSM8OAMIDI,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,DIESEL,0,0,0,Passenger car PV,01-11-2012
170,MSM8OAMIPT,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,PETROL,0,1101,0,Passenger car PV,01-11-2012
171,MSAROBMIDI,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-11-2012
172,MSAROBMIPT,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,953,0,Passenger car PV,01-11-2012
173,MSAOOBMILP,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-11-2012
174,MSAOOBMIDI,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-11-2012
175,MSAOOBMIPT,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,23550,0,Passenger car PV,01-11-2012
176,HYSROBMILP,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-11-2012
177,HYSROBMIDI,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,DIESEL,0,0,0,Passenger car PV,01-11-2012
178,HYSROBMIPT,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,0,3913,0,Passenger car PV,01-11-2012
179,HYENOBMIPT,EN,Eon,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,0,8449,0,Passenger car PV,01-11-2012
180,GMSKOBMIPT,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,PETROL,0,876,0,Passenger car PV,01-11-2012
181,GMSKOBMILP,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,LPG,0,49,0,Passenger car PV,01-11-2012
182,TMNOALMOLP,NO,Nano,TATA MOTORS LTD,A LOW,Micro,LPG,0,0,0,Passenger car PV,01-11-2012
183,TMNOALMODI,NO,Nano,TATA MOTORS LTD,A LOW,Micro,DIESEL,0,0,0,Passenger car PV,01-11-2012
184,FIFFOCMSDI,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,0,105,0,Passenger car PV,01-11-2012
